timestamp,frame_idx,eye_prob_closed,yawn_prob,drowsy_prob
1763768561.131,1,0.5161,0.0000,0.1724
1763768561.225,2,0.5161,0.0000,0.1724
1763768561.346,3,0.6178,0.0000,0.2508
1763768561.369,4,0.6178,0.0000,0.2508
1763768561.486,5,0.7080,0.0000,0.3399
1763768561.507,6,0.7080,0.0000,0.3399
1763768561.604,7,0.7053,0.0000,0.3582
1763768561.628,8,0.7053,0.0000,0.3582
1763768561.735,9,0.7351,0.0000,0.3905
1763768561.768,10,0.7351,0.0000,0.3905
1763768561.865,11,0.7544,0.0000,0.4146
1763768561.887,12,0.7544,0.0000,0.4146
1763768561.981,13,0.7137,0.0000,0.3962
1763768562.002,14,0.7137,0.0000,0.3962
1763768562.115,15,0.7166,0.0000,0.3970
1763768562.135,16,0.7166,0.0000,0.3970
1763768562.252,17,0.7351,0.0000,0.4062
1763768562.285,18,0.7351,0.0000,0.4062
1763768562.380,19,0.7434,0.0000,0.3902
1763768562.409,20,0.7434,0.0000,0.3902
1763768562.505,21,0.7845,0.0000,0.3909
1763768562.537,22,0.7845,0.0000,0.3909
1763768562.638,23,0.8549,0.0000,0.4297
1763768562.664,24,0.8549,0.0000,0.4297
1763768562.764,25,0.8434,0.0000,0.4124
1763768562.790,26,0.8434,0.0000,0.4124
1763768562.900,27,0.8282,0.0000,0.3869
1763768562.933,28,0.8282,0.0000,0.3869
1763768563.036,29,0.8010,0.0000,0.3600
1763768563.058,30,0.8010,0.0000,0.3600
1763768563.170,31,0.7868,0.0000,0.3654
1763768563.199,32,0.7868,0.0000,0.3654
1763768563.304,33,0.7911,0.0000,0.3611
1763768563.325,34,0.7911,0.0000,0.3611
1763768563.422,35,0.7694,0.0000,0.3232
1763768563.451,36,0.7694,0.0000,0.3232
1763768563.554,37,0.7943,0.0000,0.3076
1763768563.576,38,0.7943,0.0000,0.3076
1763768563.663,39,0.7899,0.0000,0.2863
1763768563.689,40,0.7899,0.0000,0.2863
1763768563.783,41,0.7783,0.0005,0.2598
1763768563.802,42,0.7783,0.0005,0.2598
1763768563.903,43,0.7103,0.0005,0.2000
1763768563.938,44,0.7103,0.0005,0.2000
1763768564.038,45,0.6741,0.0005,0.1826
1763768564.066,46,0.6741,0.0005,0.1826
1763768564.167,47,0.6080,0.0008,0.1704
1763768564.192,48,0.6080,0.0008,0.1704
1763768564.295,49,0.5634,0.0013,0.1735
1763768564.321,50,0.5634,0.0013,0.1735
1763768564.446,51,0.5323,0.0023,0.1729
1763768564.480,52,0.5323,0.0023,0.1729
1763768564.576,53,0.5276,0.0024,0.1694
1763768564.606,54,0.5276,0.0024,0.1694
1763768564.712,55,0.5162,0.0025,0.1621
1763768564.731,56,0.5162,0.0025,0.1621
1763768564.868,57,0.5320,0.0274,0.1982
1763768564.891,58,0.5320,0.0274,0.1982
1763768564.993,59,0.5502,0.0366,0.2214
1763768565.017,60,0.5502,0.0366,0.2214
1763768565.122,61,0.5588,0.0621,0.2549
1763768565.160,62,0.5588,0.0621,0.2549
1763768565.273,63,0.5814,0.0621,0.2991
1763768565.293,64,0.5814,0.0621,0.2991
1763768565.383,65,0.6235,0.0619,0.3456
1763768565.404,66,0.6235,0.0619,0.3456
1763768565.496,67,0.6506,0.0367,0.3479
1763768565.516,68,0.6506,0.0367,0.3479
1763768565.638,69,0.6647,0.0271,0.3506
1763768565.661,70,0.6647,0.0271,0.3506
1763768565.764,71,0.6834,0.0001,0.3475
1763768565.787,72,0.6834,0.0001,0.3475
1763768565.877,73,0.6962,0.0000,0.3534
1763768565.899,74,0.6962,0.0000,0.3534
1763768566.004,75,0.6872,0.0000,0.3517
1763768566.021,76,0.6872,0.0000,0.3517
1763768566.127,77,0.6675,0.0000,0.3312
1763768566.144,78,0.6675,0.0000,0.3312
1763768566.227,79,0.6752,0.0000,0.3155
1763768566.247,80,0.6752,0.0000,0.3155
1763768566.342,81,0.6586,0.0000,0.2992
1763768566.373,82,0.6586,0.0000,0.2992
1763768566.462,83,0.6474,0.0000,0.2926
1763768566.484,84,0.6474,0.0000,0.2926
1763768566.589,85,0.6420,0.0000,0.2919
1763768566.611,86,0.6420,0.0000,0.2919
1763768566.707,87,0.6537,0.0000,0.3053
1763768566.737,88,0.6537,0.0000,0.3053
1763768566.817,89,0.6405,0.0000,0.3205
1763768566.847,90,0.6405,0.0000,0.3205
1763768566.974,91,0.6802,0.0000,0.3321
1763768566.992,92,0.6802,0.0000,0.3321
1763768567.106,93,0.6825,0.0000,0.3283
1763768567.131,94,0.6825,0.0000,0.3283
1763768567.218,95,0.7019,0.0000,0.3348
1763768567.241,96,0.7019,0.0000,0.3348
1763768567.334,97,0.7232,0.0000,0.3423
1763768567.370,98,0.7232,0.0000,0.3423
1763768567.478,99,0.7076,0.0000,0.3270
1763768567.509,100,0.7076,0.0000,0.3270
1763768567.660,101,0.6955,0.0000,0.3327
1763768567.683,102,0.6955,0.0000,0.3327
1763768567.779,103,0.6872,0.0000,0.3081
1763768567.800,104,0.6872,0.0000,0.3081
1763768567.886,105,0.6748,0.0000,0.2835
1763768567.920,106,0.6748,0.0000,0.2835
1763768568.027,107,0.6443,0.0000,0.2556
1763768568.060,108,0.6443,0.0000,0.2556
1763768568.159,109,0.6631,0.0000,0.2420
1763768568.186,110,0.6631,0.0000,0.2420
1763768568.298,111,0.6451,0.0000,0.2141
1763768568.326,112,0.6451,0.0000,0.2141
1763768568.419,113,0.6301,0.0000,0.2145
1763768568.455,114,0.6301,0.0000,0.2145
1763768568.562,115,0.6197,0.0000,0.2157
1763768568.582,116,0.6197,0.0000,0.2157
1763768568.674,117,0.6125,0.0000,0.2105
1763768568.707,118,0.6125,0.0000,0.2105
1763768568.829,119,0.5987,0.0000,0.2146
1763768568.850,120,0.5987,0.0000,0.2146
1763768568.936,121,0.5914,0.0000,0.2301
1763768568.955,122,0.5914,0.0000,0.2301
1763768569.059,123,0.5881,0.0000,0.2408
1763768569.089,124,0.5881,0.0000,0.2408
1763768569.236,125,0.5961,0.0000,0.2544
