timestamp,eye_closed_prob,yawn_prob,drowsy_prob,fps
1763494317.0702186,0.0000,0.0000,0.4940,1.49
1763494317.195487,0.0000,0.0000,0.4941,7.98
1763494317.2903528,0.0000,0.0000,0.4931,10.54
1763494317.3774376,0.0000,0.0000,0.4935,11.48
1763494317.446051,0.0000,0.0000,0.4932,14.57
1763494317.5116613,0.0000,0.0000,0.4925,15.24
1763494317.5691824,0.0000,0.0000,0.4931,17.38
1763494317.6307433,0.0000,0.0000,0.4919,16.24
1763494317.6961133,0.0000,0.0000,0.4923,15.30
1763494317.7495334,0.0000,0.0000,0.4926,18.72
1763494317.8215637,0.0000,0.0000,0.4930,13.88
1763494317.878727,0.0000,0.0000,0.4898,17.49
1763494317.9377992,0.0000,0.0000,0.4888,16.93
1763494318.0125678,0.0000,0.0000,0.4884,13.37
1763494318.0884407,0.0000,0.0000,0.4872,13.18
1763494318.1379387,0.0000,0.0000,0.4897,20.20
1763494318.2027595,0.0000,0.0000,0.4908,15.43
1763494318.2588165,0.0000,0.0000,0.4920,17.84
1763494318.3239563,0.0000,0.0000,0.4935,15.35
1763494318.3980618,0.0000,0.0001,0.4938,13.49
1763494318.4667351,0.0000,0.0001,0.4860,14.56
1763494318.529751,0.2566,0.0001,0.5393,15.87
1763494318.5966706,0.2478,0.0001,0.5372,14.94
1763494318.6527426,0.0000,0.0002,0.4897,17.83
1763494318.7145615,0.2722,0.0001,0.5465,16.18
1763494318.7776682,0.2568,0.0001,0.5441,15.85
1763494318.837754,0.2004,0.0001,0.5325,16.64
1763494318.9028504,0.0000,0.0001,0.4923,15.36
1763494318.9660003,0.0000,0.0001,0.4934,15.84
1763494319.0368285,0.0000,0.0001,0.4932,14.12
1763494319.107962,0.0000,0.0002,0.4933,14.06
1763494319.158539,0.0000,0.0002,0.4943,19.77
1763494319.2292593,0.0000,0.0002,0.4939,14.14
1763494319.2943442,0.0000,0.0002,0.4943,15.36
