timestamp,eye_closed_prob,yawn_prob,drowsy_prob,fps
1763493968.5799675,0.0000,0.0001,0.4898,16.31
1763493968.6426656,0.0000,0.0001,0.4884,15.95
1763493968.702206,0.0000,0.0001,0.4873,16.80
1763493968.7639565,0.0000,0.0001,0.4853,16.19
1763493968.8343506,0.0000,0.0001,0.4844,14.21
1763493968.8903124,0.0000,0.0001,0.4860,17.87
1763493968.9600806,0.0000,0.0001,0.4815,14.33
1763493969.0259504,0.0000,0.0000,0.4840,15.18
1763493969.0936322,0.0000,0.0001,0.4861,14.78
1763493969.1563134,0.0000,0.0001,0.4863,15.95
1763493969.215697,0.0000,0.0000,0.4888,16.84
1763493969.272769,0.0000,0.0001,0.4903,17.52
1763493969.3417487,0.0000,0.0001,0.4913,14.50
1763493969.4016826,0.0000,0.0001,0.4919,16.69
1763493969.4665394,0.0000,0.0001,0.4849,15.42
1763493969.5288103,0.0000,0.0000,0.4848,16.06
1763493969.5910306,0.0000,0.0000,0.4797,16.07
1763493969.6486645,0.0000,0.0000,0.4738,17.35
1763493969.7157903,0.0000,0.0000,0.4763,14.90
1763493969.780223,0.0000,0.0000,0.4735,15.52
1763493969.84579,0.0000,0.0000,0.4764,15.25
1763493969.8975573,0.0000,0.0000,0.4731,19.32
1763493969.9702632,0.0000,0.0000,0.4715,13.75
1763493970.0217037,0.0000,0.0000,0.4740,19.44
1763493970.085771,0.0000,0.0000,0.4795,15.61
1763493970.1432624,0.0000,0.0000,0.4828,17.39
1763493970.194013,0.0000,0.0000,0.4853,19.70
1763493970.258552,0.0000,0.0000,0.4875,15.49
1763493970.325081,0.0000,0.0000,0.4853,15.03
1763493970.3840368,0.0000,0.0000,0.4848,16.96
1763493970.4471095,0.0000,0.0000,0.4855,15.85
1763493970.5135622,0.0000,0.0001,0.4894,15.05
1763493970.570659,0.0000,0.0001,0.4917,17.51
1763493970.637935,0.0000,0.0001,0.4919,14.86
1763493970.7008026,0.0000,0.0002,0.4913,15.91
1763493970.7644236,0.0000,0.0003,0.4904,15.72
1763493970.8270419,0.0000,0.0004,0.4917,15.97
1763493970.881828,0.0000,0.0004,0.4887,18.25
1763493970.9537253,0.0000,0.0003,0.4894,13.91
1763493971.0035698,0.0000,0.0004,0.4895,20.06
1763493971.069067,0.0000,0.0003,0.4909,15.27
1763493971.1373045,0.0000,0.0002,0.4916,14.65
1763493971.1990712,0.0000,0.0002,0.4891,16.19
1763493971.257755,0.0000,0.0001,0.4877,17.04
1763493971.3242645,0.0000,0.0001,0.4877,15.04
1763493971.3737826,0.0000,0.0001,0.4872,20.19
1763493971.4360578,0.0000,0.0001,0.4856,16.06
1763493971.5024316,0.0000,0.0001,0.4842,15.07
1763493971.5600538,0.0000,0.0000,0.4828,17.35
1763493971.617281,0.0000,0.0000,0.4824,17.47
1763493971.672186,0.0000,0.0000,0.4831,18.21
1763493971.7381473,0.0000,0.0000,0.4867,15.16
1763493971.8002357,0.0000,0.0000,0.4882,16.11
1763493971.8618624,0.0000,0.0000,0.4900,16.23
1763493971.9234471,0.0000,0.0000,0.4911,16.24
1763493971.9875202,0.0000,0.0000,0.4917,15.61
1763493972.0530858,0.0000,0.0000,0.4935,15.25
1763493972.110593,0.0000,0.0000,0.4947,17.39
1763493972.1717675,0.0000,0.0001,0.4960,16.35
1763493972.248251,0.0000,0.0001,0.4952,13.07
1763493972.3143263,0.0000,0.0000,0.4956,15.13
1763493972.3708534,0.0000,0.0000,0.4956,17.69
1763493972.4403367,0.0000,0.0000,0.4951,14.39
1763493972.499634,0.0000,0.0000,0.4944,16.86
1763493972.5659778,0.0000,0.0000,0.4941,15.07
1763493972.6232233,0.0000,0.0000,0.4942,17.47
1763493972.689721,0.0000,0.0000,0.4947,15.04
1763493972.757748,0.0000,0.0000,0.4936,14.70
1763493972.8127756,0.0000,0.0000,0.4931,18.17
1763493972.8798232,0.0000,0.0000,0.4937,14.91
1763493972.9423423,0.0000,0.0000,0.4942,16.00
1763493973.003375,0.0000,0.0000,0.4943,16.38
1763493973.0654416,0.0000,0.0000,0.4950,16.11
1763493973.1202822,0.0000,0.0000,0.4944,18.23
1763493973.191641,0.0000,0.0000,0.4917,14.01
1763493973.2580116,0.0000,0.0000,0.4901,15.07
1763493973.3109777,0.0000,0.0000,0.4910,18.88
1763493973.3746583,0.0000,0.0000,0.4911,15.70
1763493973.4377105,0.0000,0.0000,0.4902,15.86
1763493973.5050082,0.0000,0.0000,0.4912,14.86
1763493973.5639677,0.0000,0.0000,0.4936,16.96
1763493973.6246076,0.0000,0.0001,0.4952,16.49
1763493973.682116,0.0000,0.0001,0.4962,17.39
1763493973.7553763,0.0000,0.0001,0.4962,13.65
1763493973.8097878,0.0000,0.0005,0.4968,18.38
1763493973.8878305,0.0000,0.0005,0.4969,12.81
1763493973.9488997,0.0000,0.0003,0.4971,16.37
1763493974.0090673,0.0000,0.0002,0.4971,16.62
1763493974.0774672,0.0000,0.0002,0.4968,14.62
1763493974.1407456,0.0000,0.0003,0.4964,15.80
1763493974.2052114,0.0000,0.0003,0.4952,15.51
1763493974.268839,0.0000,0.0002,0.4958,15.72
1763493974.3284016,0.0000,0.0003,0.4942,16.79
1763493974.3860307,0.0000,0.0004,0.4946,17.35
1763493974.4531524,0.0000,0.0007,0.4928,14.90
1763493974.5150182,0.0000,0.0007,0.4903,16.16
1763493974.5795636,0.0000,0.0005,0.4896,15.49
1763493974.6370401,0.0000,0.0004,0.4908,17.40
1763493974.6952755,0.0000,0.0004,0.4910,17.17
1763493974.760797,0.0000,0.0003,0.4899,15.26
1763493974.8230374,0.0000,0.0003,0.4865,16.07
1763493974.895412,0.0000,0.0005,0.4879,13.82
1763493974.9703634,0.0000,0.0005,0.4898,13.34
1763493975.0299072,0.0000,0.0003,0.4881,16.79
1763493975.0913522,0.0000,0.0002,0.4911,16.27
1763493975.155357,0.0000,0.0002,0.4933,15.62
1763493975.2198365,0.0000,0.2346,0.5639,15.51
1763493975.2753358,0.0000,0.3004,0.5836,18.02
1763493975.3383894,0.0000,0.4045,0.6152,15.86
1763493975.4068503,0.0000,0.4094,0.6164,14.61
1763493975.4727745,0.0000,0.4265,0.6215,15.17
1763493975.5287595,0.0000,0.3940,0.6117,17.86
1763493975.5860026,0.0000,0.2950,0.5814,17.47
1763493975.6446218,0.0000,0.2449,0.5670,17.06
1763493975.6949558,0.0000,0.2315,0.5614,19.87
1763493975.7573497,0.0000,0.2148,0.5572,16.03
1763493975.82791,0.0000,0.1505,0.5385,14.17
1763493975.881442,0.0000,0.1054,0.5224,18.68
1763493975.953962,0.0000,0.0738,0.5080,13.79
1763493976.0160706,0.0000,0.0516,0.4978,16.10
1763493976.0768466,0.0000,0.0361,0.4936,16.45
1763493976.130129,0.0000,0.0253,0.4923,18.77
1763493976.191777,0.0000,0.0177,0.4911,16.22
1763493976.2541342,0.0000,0.0124,0.4900,16.04
1763493976.3253136,0.0000,0.0087,0.4900,14.05
1763493976.3875566,0.0000,0.0061,0.4847,16.07
1763493976.452747,0.0000,0.0043,0.4841,15.34
1763493976.5287607,0.0000,0.0030,0.4812,13.16
1763493976.586288,0.0000,0.0021,0.4853,17.38
1763493976.6541276,0.0000,0.0016,0.4889,14.74
1763493976.7117853,0.0000,0.0096,0.4942,17.34
1763493976.7710557,0.0000,0.0123,0.4966,16.87
1763493976.8350484,0.0000,0.0417,0.5049,15.63
1763493976.8565829,0.0000,0.0417,0.5049,46.44
1763493976.9256845,0.0000,0.0293,0.4989,14.47
1763493976.997512,0.0000,0.0207,0.4988,13.92
1763493977.067324,0.0000,0.0145,0.4989,14.32
1763493977.1267357,0.0000,0.0103,0.4986,16.83
1763493977.1899145,0.0000,0.0072,0.4987,15.83
1763493977.246679,0.0000,0.0051,0.4981,17.62
1763493977.3147976,0.0000,0.0035,0.4971,14.68
1763493977.3709364,0.0000,0.0025,0.4962,17.81
1763493977.4488616,0.0000,0.0018,0.4954,12.83
1763493977.530574,0.0000,0.0013,0.4946,12.24
1763493977.5922093,0.0000,0.0010,0.4953,16.22
1763493977.6668189,0.0000,0.0008,0.4956,13.40
1763493977.7424314,0.0000,0.0006,0.4958,13.23
1763493977.8030987,0.0000,0.0004,0.4946,16.48
1763493977.8576157,0.0000,0.0003,0.4936,18.34
1763493977.9207084,0.0000,0.0003,0.4911,15.85
1763493977.9830763,0.0000,0.0002,0.4917,16.03
1763493978.0480363,0.0000,0.0001,0.4932,15.39
1763493978.1029942,0.0000,0.0001,0.4940,18.20
1763493978.1536908,0.0000,0.0001,0.4936,19.73
1763493978.208822,0.0000,0.0001,0.4945,18.14
1763493978.2592494,0.0000,0.0000,0.4944,19.83
1763493978.3095856,0.0000,0.0000,0.4928,19.87
1763493978.3748858,0.0000,0.0000,0.4925,15.31
1763493978.4334555,0.0000,0.0000,0.4911,17.07
1763493978.4905746,0.0000,0.0000,0.4880,17.51
1763493978.5482812,0.0000,0.0000,0.4881,17.33
1763493978.6039095,0.0000,0.0000,0.4891,17.98
1763493978.682578,0.0000,0.0000,0.4892,12.71
1763493978.7393813,0.0000,0.0000,0.4905,17.60
1763493978.7933707,0.0000,0.0000,0.4910,18.52
1763493978.8578274,0.0000,0.0000,0.4921,15.51
1763493978.9349346,0.0000,0.0000,0.4930,12.97
1763493978.9920444,0.0000,0.0004,0.4933,17.51
1763493979.060294,0.0000,0.0002,0.4919,14.65
1763493979.1190615,0.0000,0.0002,0.4920,17.02
1763493979.1679037,0.0000,0.0001,0.4908,20.47
1763493979.2172463,0.0000,0.0001,0.4917,20.27
1763493979.2737436,0.0000,0.0003,0.4931,17.70
1763493979.3381834,0.0000,0.0002,0.4908,15.52
1763493979.399786,0.0000,0.0002,0.4923,16.23
1763493979.4685757,0.0000,0.0001,0.4929,14.54
1763493979.5220642,0.0000,0.0001,0.4935,18.70
1763493979.5917873,0.0000,0.0001,0.4929,14.34
1763493979.6493707,0.0000,0.0001,0.4930,17.37
1763493979.7080472,0.0000,0.0000,0.4932,17.04
1763493979.7705781,0.0000,0.0000,0.4925,15.99
1763493979.833084,0.0000,0.0000,0.4912,16.00
1763493979.8946252,0.0000,0.0000,0.4908,16.25
1763493979.9569798,0.0000,0.0000,0.4913,16.04
1763493980.0216322,0.0000,0.0000,0.4914,15.47
1763493980.0785396,0.0000,0.0000,0.4917,17.57
1763493980.1444867,0.0000,0.0000,0.4926,15.16
1763493980.2133825,0.0000,0.0000,0.4937,14.51
1763493980.2880836,0.0000,0.0000,0.4932,13.39
1763493980.345955,0.0000,0.0000,0.4940,17.28
1763493980.404936,0.0000,0.0000,0.4928,16.95
1763493980.4653273,0.0000,0.0000,0.4933,16.56
1763493980.5310276,0.0000,0.0000,0.4943,15.22
1763493980.5927072,0.0000,0.0000,0.4945,16.21
1763493980.6565495,0.0000,0.0001,0.4920,15.66
1763493980.714138,0.0000,0.0001,0.4921,17.36
1763493980.7794955,0.0000,0.0000,0.4926,15.30
1763493980.8418314,0.0000,0.0001,0.4904,16.04
1763493980.9035132,0.0000,0.0002,0.4899,16.21
1763493980.9529138,0.0000,0.0002,0.4902,20.24
1763493981.014407,0.0000,0.0002,0.4847,16.26
1763493981.0650198,0.0000,0.0001,0.4875,19.76
1763493981.1379826,0.0000,0.0001,0.4872,13.71
