timestamp,eye_closed_prob,yawn_prob,drowsy_prob,fps
1763491498.4657664,0.5356,0.0001,0.1830,17.46
1763491498.534708,0.5463,0.0001,0.1956,14.51
1763491498.6066809,0.5611,0.0001,0.1850,13.89
1763491498.6742926,0.5763,0.0001,0.1875,14.79
1763491498.7298608,0.5660,0.0017,0.1957,18.00
1763491498.7887743,0.5584,0.0013,0.1859,16.97
1763491498.851553,0.5589,0.0009,0.1746,15.93
1763491498.913173,0.5576,0.0006,0.1896,16.23
1763491498.984429,0.5452,0.0005,0.2158,14.03
1763491499.043236,0.5496,0.0004,0.2233,17.00
1763491499.1062026,0.5616,0.0003,0.2357,15.88
1763491499.1656291,0.5712,0.0002,0.2142,16.83
1763491499.2280445,0.5775,0.0002,0.2105,16.02
1763491499.2965767,0.5777,0.0002,0.1946,14.59
1763491499.3723817,0.5706,0.0002,0.2074,13.19
1763491499.430207,0.5753,0.0002,0.1970,17.29
1763491499.4896126,0.5657,0.0001,0.2001,16.83
1763491499.5594237,0.5659,0.0001,0.2140,14.32
1763491499.6187868,0.5704,0.0002,0.2236,16.85
1763491499.6842868,0.5811,0.0003,0.2328,15.27
1763491499.7413085,0.5852,0.0003,0.2392,17.54
1763491499.8037162,0.5864,0.0005,0.2358,16.02
1763491499.8625748,0.5909,0.0004,0.2365,16.99
1763491499.929167,0.6029,0.0003,0.2442,15.02
1763491500.0000997,0.6038,0.0002,0.2492,14.10
1763491500.057767,0.6002,0.0002,0.2557,17.34
1763491500.1172776,0.5882,0.0016,0.2622,16.80
1763491500.1793387,0.5638,0.0011,0.2618,16.11
1763491500.2419913,0.5452,0.0008,0.2609,15.96
1763491500.3020937,0.5416,0.0006,0.2857,16.64
1763491500.3628693,0.5314,0.0005,0.3118,16.45
1763491500.4302971,0.5085,0.0004,0.3014,14.83
1763491500.4919093,0.5076,0.0002,0.2732,16.23
1763491500.5461273,0.5169,0.0002,0.2988,18.44
1763491500.6101139,0.5208,0.0001,0.2766,15.63
1763491500.6811447,0.5095,0.0001,0.2430,14.08
1763491500.7404585,0.4968,0.0001,0.2156,16.86
1763491500.7996864,0.4870,0.0001,0.2236,16.88
1763491500.857423,0.4800,0.0001,0.1940,17.32
1763491500.9146438,0.4697,0.0007,0.1717,17.48
1763491500.9701502,0.4734,0.0007,0.1741,18.02
1763491501.0316675,0.4733,0.0005,0.1890,16.26
1763491501.0918815,0.4650,0.0004,0.1881,16.61
1763491501.162653,0.4804,0.0007,0.1760,14.13
1763491501.2159104,0.4877,0.0005,0.1757,18.78
1763491501.2838147,0.4835,0.0004,0.1627,14.73
1763491501.3425603,0.4847,0.0007,0.1595,17.02
1763491501.4206953,0.4773,0.0005,0.1421,12.80
1763491501.4830143,0.4722,0.0003,0.1423,16.05
1763491501.5432973,0.4755,0.0003,0.1347,16.59
1763491501.6082985,0.4765,0.0002,0.1410,15.38
1763491501.66965,0.4804,0.0002,0.1390,16.30
1763491501.7325,0.4773,0.0001,0.1501,15.91
1763491501.7924008,0.4791,0.0001,0.1460,16.69
1763491501.853928,0.4798,0.0001,0.1482,16.25
1763491501.915545,0.4876,0.0001,0.1487,16.23
1763491501.9898663,0.4873,0.0001,0.1528,13.46
1763491502.0431952,0.4893,0.0001,0.1565,18.75
1763491502.108751,0.4829,0.0001,0.1556,15.25
1763491502.1668608,0.4840,0.0000,0.1611,17.21
1763491502.2361064,0.4876,0.0001,0.1651,14.44
1763491502.2918506,0.4933,0.0001,0.1560,17.94
1763491502.3526807,0.4965,0.0001,0.1733,16.44
1763491502.4120588,0.4885,0.0006,0.1818,16.84
1763491502.4616365,0.4784,0.0004,0.1814,20.17
1763491502.524494,0.4769,0.0004,0.1730,15.91
1763491502.586427,0.4240,0.0003,0.1391,16.15
1763491502.650031,0.3711,0.0002,0.1130,15.72
1763491502.7149992,0.3327,0.0003,0.0953,15.39
1763491502.7779217,0.3289,0.0002,0.0868,15.89
1763491502.8365536,0.3241,0.0002,0.0797,17.06
1763491502.9083428,0.3393,0.0002,0.0785,13.93
1763491502.958251,0.3709,0.0001,0.0834,20.04
1763491503.0232558,0.3494,0.0001,0.0774,15.38
1763491503.084027,0.3481,0.0001,0.0754,16.46
1763491503.136996,0.3142,0.0001,0.0670,18.88
1763491503.1939504,0.3019,0.0001,0.0634,17.56
1763491503.2604456,0.2893,0.0001,0.0600,15.04
1763491503.326738,0.2770,0.0000,0.0569,15.08
1763491503.380045,0.2569,0.0000,0.0582,18.76
1763491503.4460366,0.3137,0.0000,0.0752,15.15
1763491503.5052805,0.3468,0.0001,0.0784,16.88
1763491503.5636861,0.3723,0.0001,0.0838,17.12
1763491503.6350713,0.3928,0.0000,0.0923,14.01
1763491503.6911263,0.3662,0.0000,0.0933,17.84
1763491503.7513013,0.3454,0.0000,0.0924,16.62
1763491503.8150177,0.3666,0.0000,0.0945,15.69
1763491503.8818834,0.3782,0.0000,0.0933,14.96
1763491503.9459918,0.4146,0.0000,0.0977,15.60
1763491504.018353,0.4109,0.0000,0.1009,13.82
1763491504.0742207,0.3862,0.0000,0.1079,17.90
1763491504.1457229,0.3456,0.0000,0.1060,13.99
1763491504.1991541,0.3652,0.0000,0.1063,18.72
1763491504.2656796,0.4145,0.0000,0.1283,15.03
1763491504.326179,0.4366,0.0000,0.1306,16.53
1763491504.3934467,0.4621,0.0000,0.1277,14.87
1763491504.4586604,0.4891,0.0000,0.1252,15.33
1763491504.5190454,0.4966,0.0000,0.1196,16.56
1763491504.576971,0.4492,0.0000,0.1057,17.26
1763491504.6376762,0.4465,0.0000,0.1006,16.47
1763491504.7018878,0.4457,0.0000,0.0984,15.57
1763491504.759018,0.3863,0.0000,0.0843,17.50
1763491504.821114,0.3378,0.0000,0.0742,16.10
1763491504.8821347,0.3229,0.0000,0.0709,16.39
1763491504.9459083,0.3219,0.0000,0.0698,15.68
1763491505.0064297,0.2940,0.0000,0.0634,16.52
1763491505.0720296,0.2622,0.0000,0.0562,15.24
1763491505.1451895,0.2548,0.0000,0.0537,13.67
1763491505.2102675,0.2389,0.0000,0.0502,15.37
1763491505.2690067,0.2197,0.0000,0.0458,17.02
1763491505.34442,0.2404,0.0000,0.0497,13.26
1763491505.4105098,0.2812,0.0000,0.0611,15.13
1763491505.4728673,0.3073,0.0000,0.0658,16.04
1763491505.5459714,0.3391,0.0000,0.0721,13.68
1763491505.6151748,0.3387,0.0000,0.0711,14.45
1763491505.6775594,0.2962,0.0000,0.0640,16.03
1763491505.738427,0.2779,0.0001,0.0621,16.43
1763491505.7951877,0.2887,0.0001,0.0644,17.62
1763491505.8549397,0.3341,0.0001,0.0754,16.74
1763491505.9204364,0.3550,0.0001,0.0773,15.27
1763491505.9812644,0.3126,0.0001,0.0670,16.44
1763491506.0492175,0.2764,0.0001,0.0586,14.72
1763491506.1070583,0.2529,0.0001,0.0530,17.29
1763491506.1673248,0.3429,0.0001,0.0736,16.59
1763491506.2396798,0.3599,0.0001,0.0774,13.82
1763491506.2948837,0.3892,0.0002,0.0944,18.11
1763491506.353154,0.4128,0.0002,0.1004,17.16
1763491506.417562,0.4072,0.0002,0.0953,15.53
1763491506.4823463,0.4142,0.0002,0.0959,15.44
1763491506.5427048,0.4316,0.0001,0.0968,16.57
1763491506.6049857,0.4113,0.0001,0.0941,16.06
1763491506.6704993,0.3565,0.0001,0.0843,15.26
1763491506.7323217,0.3220,0.0000,0.0744,16.18
1763491506.792095,0.2970,0.0000,0.0673,16.73
1763491506.8533359,0.2784,0.0000,0.0618,16.33
1763491506.9175186,0.2867,0.0000,0.0625,15.58
1763491506.9778678,0.2959,0.0000,0.0638,16.57
1763491507.0447688,0.2892,0.0000,0.0634,14.95
1763491507.1007552,0.3172,0.0000,0.0675,17.86
1763491507.1766798,0.3064,0.0000,0.0643,13.17
1763491507.2442553,0.3010,0.0000,0.0626,14.80
1763491507.3029783,0.2937,0.0000,0.0607,17.03
1763491507.364265,0.2985,0.0000,0.0615,16.32
1763491507.4318419,0.2809,0.0000,0.0575,14.80
1763491507.4920006,0.2554,0.0000,0.0525,16.62
1763491507.5545135,0.2174,0.0000,0.0449,16.00
1763491507.6116278,0.2129,0.0000,0.0441,17.51
1763491507.6724005,0.2275,0.0000,0.0490,16.45
1763491507.7485769,0.2322,0.0000,0.0497,13.13
1763491507.7985954,0.2343,0.0000,0.0515,19.99
1763491507.8633518,0.2308,0.0000,0.0504,15.44
1763491507.9292696,0.2521,0.0000,0.0552,15.17
1763491507.9924774,0.2621,0.0000,0.0564,15.82
1763491508.0486894,0.2559,0.0000,0.0542,17.79
1763491508.109408,0.2654,0.0000,0.0614,16.47
1763491508.1790226,0.3048,0.0000,0.0677,14.36
1763491508.2362971,0.3564,0.0000,0.0822,17.46
1763491508.2972682,0.3126,0.0000,0.0705,16.40
1763491508.3615348,0.2476,0.0000,0.0551,15.56
1763491508.428618,0.2304,0.0000,0.0506,14.91
1763491508.4904313,0.2179,0.0000,0.0470,16.18
1763491508.5466437,0.2051,0.0000,0.0449,17.79
1763491508.611716,0.0000,0.0000,0.0038,15.37
1763491508.6767352,0.0000,0.0000,0.0029,15.38
1763491508.7455695,0.0000,0.0000,0.0033,14.53
1763491508.8052876,0.2316,0.0000,0.0532,16.75
1763491508.8715706,0.2663,0.0000,0.0589,15.09
1763491508.925836,0.2484,0.0000,0.0537,18.43
1763491508.984887,0.2311,0.0000,0.0501,16.93
1763491509.0495734,0.2328,0.0000,0.0497,15.46
1763491509.11149,0.2182,0.0000,0.0459,16.15
1763491509.1750836,0.2168,0.0000,0.0452,15.72
1763491509.2365572,0.2185,0.0000,0.0491,16.27
1763491509.294251,0.2191,0.0000,0.0488,17.33
1763491509.357313,0.2031,0.0000,0.0459,15.86
1763491509.428047,0.2220,0.0000,0.0483,14.14
1763491509.482854,0.2302,0.0000,0.0491,18.25
1763491509.5512557,0.2185,0.0000,0.0461,14.62
1763491509.6099336,0.2060,0.0001,0.0433,17.04
1763491509.6755826,0.2098,0.0001,0.0453,15.23
1763491509.7271774,0.2125,0.0001,0.0462,19.38
1763491509.786698,0.2295,0.0000,0.0497,16.80
1763491509.8448334,0.3010,0.0000,0.0684,17.20
1763491509.907286,0.3577,0.0000,0.1027,16.01
1763491509.9719307,0.3240,0.0000,0.0894,15.47
1763491510.0282176,0.2957,0.0000,0.0916,17.77
1763491510.0926263,0.3001,0.0000,0.1068,15.53
1763491510.1574914,0.3019,0.0000,0.1490,15.42
1763491510.2240648,0.2966,0.0000,0.1985,15.02
1763491510.2813647,0.3163,0.0000,0.2354,17.45
1763491510.3537283,0.3872,0.0000,0.3228,13.82
1763491510.4193747,0.4371,0.0000,0.3730,15.23
1763491510.486148,0.4460,0.0000,0.3600,14.98
1763491510.544937,0.4115,0.0000,0.2843,17.01
1763491510.6078362,0.3699,0.0000,0.2561,15.90
1763491510.6740532,0.3476,0.0000,0.2238,15.10
1763491510.73723,0.2879,0.0000,0.1738,15.83
1763491510.79796,0.2478,0.0000,0.1332,16.47
1763491510.8653615,0.2157,0.0000,0.1043,14.84
1763491510.9214168,0.0000,0.0000,0.0457,17.84
1763491510.9876356,0.2280,0.0000,0.0837,15.10
1763491511.0399883,0.2711,0.0000,0.0960,19.10
1763491511.1053066,0.2641,0.0000,0.1117,15.31
1763491511.1701787,0.3558,0.0000,0.1780,15.41
1763491511.229873,0.4348,0.0000,0.2341,16.75
1763491511.2931302,0.4878,0.0000,0.2358,15.81
1763491511.3525198,0.5132,0.0001,0.2616,16.84
1763491511.420039,0.5513,0.0000,0.3148,14.81
1763491511.4804037,0.5739,0.0000,0.3402,16.57
1763491511.5403607,0.5822,0.0000,0.3247,16.68
1763491511.604685,0.4854,0.0000,0.3040,15.55
1763491511.6660867,0.3896,0.0000,0.3163,16.29
1763491511.730261,0.3408,0.0000,0.3311,15.58
1763491511.7896802,0.3677,0.0000,0.4009,16.83
1763491511.8500972,0.3640,0.0000,0.4253,16.55
1763491511.9117904,0.3990,0.0000,0.4555,16.21
1763491511.9785826,0.4217,0.0000,0.4681,14.97
1763491512.0396643,0.3696,0.0000,0.4673,16.37
1763491512.1025245,0.3578,0.0000,0.4639,15.91
1763491512.1691706,0.3270,0.0000,0.4391,15.00
1763491512.2256,0.3619,0.0000,0.4672,17.72
1763491512.2904155,0.4102,0.0000,0.4799,15.43
1763491512.3584466,0.4444,0.0000,0.5052,14.70
1763491512.410186,0.4756,0.0000,0.4539,19.33
1763491512.479244,0.5002,0.0000,0.4137,14.48
1763491512.5307963,0.5460,0.0000,0.3713,19.40
1763491512.590258,0.5345,0.0000,0.3460,16.82
1763491512.6454835,0.5323,0.0001,0.3428,18.11
1763491512.706186,0.5776,0.0002,0.3125,16.47
1763491512.7870414,0.5949,0.0001,0.3276,12.37
1763491512.8518033,0.6052,0.0001,0.3330,15.44
1763491512.9197178,0.6086,0.0001,0.3334,14.72
1763491512.9791543,0.6070,0.0001,0.3361,16.82
1763491513.0337944,0.5826,0.0000,0.2868,18.30
1763491513.0977304,0.5934,0.0000,0.2748,15.64
1763491513.157824,0.5903,0.0000,0.2680,16.64
1763491513.221298,0.6089,0.0000,0.2891,15.75
1763491513.2872717,0.5968,0.0000,0.3423,15.16
1763491513.3468559,0.6009,0.0000,0.4194,16.78
1763491513.4173145,0.6118,0.0000,0.4711,14.19
1763491513.4682505,0.6353,0.0000,0.4670,19.63
1763491513.547012,0.6176,0.0000,0.4665,12.70
1763491513.6106465,0.6168,0.0000,0.4997,15.71
1763491513.6729605,0.6336,0.0000,0.5142,16.05
1763491513.73629,0.6448,0.0000,0.5062,15.79
1763491513.8024886,0.6399,0.0000,0.4916,15.11
1763491513.8602023,0.6309,0.0001,0.4802,17.33
1763491513.926466,0.4886,0.0001,0.4113,15.09
1763491513.9849706,0.3973,0.0001,0.3287,17.09
1763491514.0476835,0.3644,0.0002,0.3198,15.95
1763491514.1069825,0.3082,0.0002,0.2470,16.86
1763491514.1680174,0.2685,0.0002,0.1859,16.38
1763491514.2472908,0.2540,0.0001,0.1738,12.61
1763491514.313699,0.2401,0.0001,0.1378,15.06
1763491514.3778203,0.2297,0.0001,0.1171,15.60
1763491514.43889,0.2225,0.0000,0.0991,16.37
1763491514.5043879,0.2156,0.0000,0.0948,15.27
1763491514.566348,0.2123,0.0000,0.0833,16.14
1763491514.6323736,0.2239,0.0000,0.0751,15.15
1763491514.6926575,0.2220,0.0000,0.0689,16.59
1763491514.7502723,0.2267,0.0000,0.0669,17.36
1763491514.8179173,0.2268,0.0000,0.0645,14.78
1763491514.8801286,0.2257,0.0000,0.0635,16.07
1763491514.9561121,0.2086,0.0000,0.0613,13.16
1763491515.0262084,0.2031,0.0000,0.0569,14.27
1763491515.1020327,0.2137,0.0000,0.0570,13.19
1763491515.1685622,0.0000,0.0000,0.0145,15.03
1763491515.2407775,0.2023,0.0000,0.0631,13.85
1763491515.3071475,0.2182,0.0000,0.0611,15.07
1763491515.3807905,0.2376,0.0000,0.0802,13.58
1763491515.4389458,0.2546,0.0000,0.1069,17.20
1763491515.4998949,0.2697,0.0000,0.1524,16.41
1763491515.5596113,0.3040,0.0000,0.1683,16.75
1763491515.6247578,0.3025,0.0000,0.1677,15.35
1763491515.6852813,0.3345,0.0001,0.1550,16.52
1763491515.7614975,0.3793,0.1928,0.2662,13.12
1763491515.8240342,0.4147,0.3113,0.3376,15.99
1763491515.8835576,0.4496,0.2346,0.3426,16.80
1763491515.9118657,0.4496,0.2346,0.3426,35.33
1763491515.995979,0.4467,0.1763,0.3181,11.89
1763491516.063196,0.4258,0.1613,0.3240,14.88
1763491516.1293645,0.3575,0.4021,0.4267,15.11
1763491516.14565,0.3575,0.4021,0.4267,61.40
1763491516.1659157,0.3575,0.4021,0.4267,49.34
1763491516.2024157,0.3575,0.4021,0.4267,27.40
1763491516.2320426,0.3575,0.4021,0.4267,33.75
1763491516.2611032,0.3575,0.4021,0.4267,34.41
1763491516.2929974,0.3575,0.4021,0.4267,31.35
1763491516.3237221,0.3575,0.4021,0.4267,32.55
1763491516.371946,0.3575,0.4021,0.4267,20.74
1763491516.405259,0.3575,0.4021,0.4267,30.02
1763491516.435728,0.3575,0.4021,0.4267,32.82
1763491516.4689884,0.3575,0.4021,0.4267,30.07
1763491516.5022848,0.3575,0.4021,0.4267,30.03
1763491516.5315564,0.3575,0.4021,0.4267,34.16
1763491516.5653794,0.3575,0.4021,0.4267,29.57
1763491516.5985992,0.3575,0.4021,0.4267,30.10
1763491516.627498,0.3575,0.4021,0.4267,34.60
1763491516.6612096,0.3575,0.4021,0.4267,29.66
1763491516.692658,0.3575,0.4021,0.4267,31.80
1763491516.7245965,0.3575,0.4021,0.4267,31.31
1763491516.7584205,0.3575,0.4021,0.4267,29.56
1763491516.8084257,0.3575,0.4021,0.4267,20.00
1763491516.8376691,0.3575,0.4021,0.4267,34.20
1763491516.869246,0.3575,0.4021,0.4267,31.67
1763491516.9017477,0.3575,0.4021,0.4267,30.77
1763491516.9331174,0.3575,0.4021,0.4267,31.88
1763491516.962786,0.3575,0.4021,0.4267,33.71
1763491516.999998,0.3575,0.4021,0.4267,26.87
1763491517.0291529,0.3575,0.4021,0.4267,34.30
1763491517.0673065,0.3575,0.4021,0.4267,26.21
1763491517.0955167,0.3575,0.4021,0.4267,35.45
1763491517.1294727,0.3575,0.4021,0.4267,29.45
1763491517.1579154,0.3575,0.4021,0.4267,35.16
1763491517.1914299,0.3575,0.4021,0.4267,29.84
1763491517.2393234,0.3575,0.4021,0.4267,20.88
1763491517.2710428,0.3575,0.4021,0.4267,31.53
1763491517.308223,0.3575,0.4021,0.4267,26.90
1763491517.334605,0.3575,0.4021,0.4267,37.90
1763491517.3671186,0.3575,0.4021,0.4267,30.76
1763491517.3971555,0.3575,0.4021,0.4267,33.29
1763491517.4302032,0.3575,0.4021,0.4267,30.26
1763491517.4618182,0.3575,0.4021,0.4267,31.63
1763491517.494418,0.3575,0.4021,0.4267,30.68
1763491517.5231352,0.3575,0.4021,0.4267,34.82
1763491517.5546682,0.3575,0.4021,0.4267,31.71
1763491517.5917213,0.3575,0.4021,0.4267,26.99
1763491517.6380308,0.3575,0.4021,0.4267,21.59
1763491517.672332,0.3575,0.4021,0.4267,29.15
1763491517.701469,0.3575,0.4021,0.4267,34.32
1763491517.7359133,0.3575,0.4021,0.4267,29.03
1763491517.7648726,0.3575,0.4021,0.4267,34.53
1763491517.8052578,0.3575,0.4021,0.4267,24.76
1763491517.8300736,0.3575,0.4021,0.4267,40.30
1763491517.868297,0.3575,0.4021,0.4267,26.16
1763491517.8962562,0.3575,0.4021,0.4267,35.77
1763491517.9305637,0.3575,0.4021,0.4267,29.15
1763491517.9634852,0.3575,0.4021,0.4267,30.38
1763491517.9960818,0.3575,0.4021,0.4267,30.68
1763491518.0284538,0.3575,0.4021,0.4267,30.89
1763491518.0746226,0.3575,0.4021,0.4267,21.66
1763491518.1027465,0.3575,0.4021,0.4267,35.56
1763491518.1344483,0.3575,0.4021,0.4267,31.54
1763491518.1664038,0.3575,0.4021,0.4267,31.29
1763491518.1985273,0.3575,0.4021,0.4267,31.13
1763491518.232211,0.3575,0.4021,0.4267,29.69
1763491518.261126,0.3575,0.4021,0.4267,34.58
1763491518.2941139,0.3575,0.4021,0.4267,30.31
1763491518.3733563,0.3930,0.2815,0.3862,12.62
1763491518.3901434,0.3930,0.2815,0.3862,59.57
1763491518.4486146,0.3647,0.1970,0.3787,17.10
1763491518.4659104,0.3647,0.1970,0.3787,57.82
1763491518.53071,0.3727,0.1380,0.3337,15.43
1763491518.5597184,0.3727,0.1380,0.3337,34.47
1763491518.62046,0.3947,0.0966,0.2933,16.46
1763491518.6382577,0.3947,0.0966,0.2933,56.19
1763491518.7171962,0.4127,0.0676,0.2888,12.67
1763491518.7485387,0.4127,0.0676,0.2888,31.91
1763491518.8243985,0.4500,0.0473,0.2879,13.18
1763491518.878764,0.4225,0.0331,0.2906,18.39
1763491518.944096,0.4531,0.0232,0.2844,15.31
1763491519.0057747,0.4861,0.0162,0.2684,16.21
1763491519.0285926,0.4861,0.0162,0.2684,43.83
1763491519.084267,0.4775,0.0114,0.2319,17.96
1763491519.1420925,0.4723,0.0080,0.1964,17.29
1763491519.2111118,0.4705,0.0056,0.1852,14.49
1763491519.267239,0.4340,0.0039,0.1530,17.82
1763491519.3276565,0.4019,0.0028,0.1268,16.55
1763491519.393543,0.4473,0.0019,0.1242,15.18
1763491519.4577687,0.4159,0.0014,0.1080,15.57
