timestamp,frame_idx,eye_prob_closed,yawn_prob,drowsy_prob
1763769072.695,1,0.7434,0.0000,0.3623
1763769072.795,2,0.7434,0.0000,0.3623
1763769072.959,3,0.6275,0.0000,0.2680
1763769072.997,4,0.6275,0.0000,0.2680
1763769073.143,5,0.5753,0.0000,0.2365
1763769073.215,6,0.5753,0.0000,0.2365
1763769073.360,7,0.5768,0.0000,0.2337
1763769073.404,8,0.5768,0.0000,0.2337
1763769073.536,9,0.5618,0.0000,0.2285
1763769073.604,10,0.5618,0.0000,0.2285
1763769073.733,11,0.5472,0.0000,0.1984
1763769073.796,12,0.5472,0.0000,0.1984
1763769073.931,13,0.5931,0.0000,0.2119
1763769073.980,14,0.5931,0.0000,0.2119
1763769074.119,15,0.6573,0.0000,0.2345
1763769074.167,16,0.6573,0.0000,0.2345
1763769074.321,17,0.7015,0.0000,0.2370
1763769074.357,18,0.7015,0.0000,0.2370
1763769074.497,19,0.7553,0.0000,0.2613
1763769074.571,20,0.7553,0.0000,0.2613
1763769074.709,21,0.7608,0.0000,0.2656
1763769074.791,22,0.7608,0.0000,0.2656
1763769074.931,23,0.7885,0.0000,0.2808
1763769074.967,24,0.7885,0.0000,0.2808
1763769075.065,25,0.7793,0.0000,0.2647
1763769075.084,26,0.7793,0.0000,0.2647
1763769075.174,27,0.7745,0.0000,0.2736
1763769075.205,28,0.7745,0.0000,0.2736
1763769075.291,29,0.7583,0.0000,0.2728
1763769075.315,30,0.7583,0.0000,0.2728
1763769075.451,31,0.7637,0.0000,0.2733
1763769075.471,32,0.7637,0.0000,0.2733
1763769075.572,33,0.7144,0.0000,0.2367
1763769075.596,34,0.7144,0.0000,0.2367
1763769075.689,35,0.6760,0.0000,0.2580
1763769075.709,36,0.6760,0.0000,0.2580
1763769075.834,37,0.6312,0.0000,0.2616
1763769075.862,38,0.6312,0.0000,0.2616
1763769075.947,39,0.6010,0.0000,0.2417
1763769075.971,40,0.6010,0.0000,0.2417
1763769076.075,41,0.5524,0.0000,0.2121
1763769076.098,42,0.5524,0.0000,0.2121
1763769076.181,43,0.5343,0.0000,0.2253
1763769076.201,44,0.5343,0.0000,0.2253
1763769076.292,45,0.5149,0.0000,0.1965
1763769076.323,46,0.5149,0.0000,0.1965
1763769076.420,47,0.5046,0.0000,0.1769
1763769076.438,48,0.5046,0.0000,0.1769
1763769076.536,49,0.5038,0.0000,0.1734
1763769076.563,50,0.5038,0.0000,0.1734
