timestamp,frame_idx,eye_prob_closed,yawn_prob,drowsy_prob
1763768169.792,1,0.5482,0.0000,0.3024
1763768169.873,2,0.5482,0.0000,0.3024
1763768169.978,3,0.4874,0.0000,0.2881
1763768170.000,4,0.4874,0.0000,0.2881
1763768170.108,5,0.4849,0.0000,0.2831
1763768170.128,6,0.4849,0.0000,0.2831
1763768170.253,7,0.4978,0.0000,0.2814
1763768170.285,8,0.4978,0.0000,0.2814
1763768170.382,9,0.5175,0.0000,0.2995
1763768170.411,10,0.5175,0.0000,0.2995
1763768170.506,11,0.5014,0.0000,0.2606
1763768170.536,12,0.5014,0.0000,0.2606
1763768170.635,13,0.5246,0.0000,0.2602
1763768170.658,14,0.5246,0.0000,0.2602
1763768170.753,15,0.5322,0.0000,0.2548
1763768170.785,16,0.5322,0.0000,0.2548
1763768170.874,17,0.5322,0.0000,0.2346
1763768170.894,18,0.5322,0.0000,0.2346
1763768170.981,19,0.5240,0.0000,0.2309
1763768171.004,20,0.5240,0.0000,0.2309
1763768171.103,21,0.5322,0.0000,0.2710
1763768171.130,22,0.5322,0.0000,0.2710
1763768171.222,23,0.5088,0.0000,0.2596
1763768171.258,24,0.5088,0.0000,0.2596
1763768171.348,25,0.5036,0.0000,0.2620
1763768171.388,26,0.5036,0.0000,0.2620
1763768171.478,27,0.5088,0.0000,0.2876
1763768171.510,28,0.5088,0.0000,0.2876
1763768171.601,29,0.5072,0.0000,0.2464
1763768171.634,30,0.5072,0.0000,0.2464
1763768171.732,31,0.5119,0.0000,0.2441
1763768171.761,32,0.5119,0.0000,0.2441
1763768171.843,33,0.5396,0.0000,0.2581
1763768171.873,34,0.5396,0.0000,0.2581
1763768171.965,35,0.5527,0.0000,0.2812
1763768171.999,36,0.5527,0.0000,0.2812
1763768172.090,37,0.5608,0.0000,0.2830
1763768172.112,38,0.5608,0.0000,0.2830
1763768172.230,39,0.5957,0.0000,0.3297
1763768172.254,40,0.5957,0.0000,0.3297
1763768172.351,41,0.6067,0.0000,0.3261
1763768172.380,42,0.6067,0.0000,0.3261
1763768172.482,43,0.5962,0.0000,0.3309
1763768172.504,44,0.5962,0.0000,0.3309
1763768172.611,45,0.5896,0.0001,0.3171
1763768172.644,46,0.5896,0.0001,0.3171
1763768172.727,47,0.5688,0.0004,0.3122
1763768172.756,48,0.5688,0.0004,0.3122
1763768172.853,49,0.5361,0.0003,0.3084
1763768172.882,50,0.5361,0.0003,0.3084
1763768172.975,51,0.5235,0.0004,0.3211
1763768173.009,52,0.5235,0.0004,0.3211
1763768173.106,53,0.5192,0.0004,0.3205
1763768173.136,54,0.5192,0.0004,0.3205
1763768173.231,55,0.5212,0.0003,0.3134
1763768173.262,56,0.5212,0.0003,0.3134
1763768173.366,57,0.5320,0.0001,0.3034
1763768173.389,58,0.5320,0.0001,0.3034
1763768173.478,59,0.5221,0.0001,0.2570
1763768173.514,60,0.5221,0.0001,0.2570
1763768173.602,61,0.5415,0.0001,0.2563
1763768173.623,62,0.5415,0.0001,0.2563
1763768173.704,63,0.5613,0.0000,0.2716
1763768173.733,64,0.5613,0.0000,0.2716
1763768173.827,65,0.5721,0.0001,0.2896
1763768173.862,66,0.5721,0.0001,0.2896
1763768173.941,67,0.5592,0.0000,0.2977
1763768173.971,68,0.5592,0.0000,0.2977
1763768174.064,69,0.5628,0.0000,0.3392
1763768174.097,70,0.5628,0.0000,0.3392
1763768174.193,71,0.5407,0.0000,0.3263
1763768174.224,72,0.5407,0.0000,0.3263
1763768174.328,73,0.5324,0.0000,0.3053
1763768174.353,74,0.5324,0.0000,0.3053
1763768174.431,75,0.5332,0.0000,0.2966
1763768174.462,76,0.5332,0.0000,0.2966
1763768174.546,77,0.5649,0.0000,0.2997
1763768174.575,78,0.5649,0.0000,0.2997
1763768174.670,79,0.5711,0.0000,0.2667
1763768174.699,80,0.5711,0.0000,0.2667
1763768174.777,81,0.5822,0.0000,0.2576
1763768174.809,82,0.5822,0.0000,0.2576
1763768174.902,83,0.5879,0.0000,0.2587
1763768174.936,84,0.5879,0.0000,0.2587
1763768175.051,85,0.5745,0.0000,0.2584
1763768175.075,86,0.5745,0.0000,0.2584
1763768175.167,87,0.5298,0.0000,0.2527
1763768175.202,88,0.5298,0.0000,0.2527
1763768175.296,89,0.5404,0.0000,0.2854
1763768175.329,90,0.5404,0.0000,0.2854
1763768175.424,91,0.5399,0.0000,0.3061
1763768175.443,92,0.5399,0.0000,0.3061
1763768175.532,93,0.5384,0.0000,0.3229
1763768175.567,94,0.5384,0.0000,0.3229
1763768175.657,95,0.5467,0.0000,0.3226
1763768175.677,96,0.5467,0.0000,0.3226
1763768175.799,97,0.5742,0.0001,0.3392
1763768175.834,98,0.5742,0.0001,0.3392
1763768175.943,99,0.5732,0.0001,0.3317
1763768175.976,100,0.5732,0.0001,0.3317
1763768176.094,101,0.5847,0.0001,0.3385
1763768176.116,102,0.5847,0.0001,0.3385
1763768176.210,103,0.5952,0.0001,0.3424
1763768176.244,104,0.5952,0.0001,0.3424
1763768176.355,105,0.5897,0.0001,0.3528
1763768176.388,106,0.5897,0.0001,0.3528
1763768176.487,107,0.5996,0.0001,0.3588
1763768176.516,108,0.5996,0.0001,0.3588
1763768176.608,109,0.5940,0.0001,0.3759
1763768176.642,110,0.5940,0.0001,0.3759
1763768176.747,111,0.5997,0.0001,0.3831
1763768176.767,112,0.5997,0.0001,0.3831
1763768176.862,113,0.5908,0.0001,0.3715
1763768176.900,114,0.5908,0.0001,0.3715
1763768176.979,115,0.6062,0.0000,0.3748
1763768177.005,116,0.6062,0.0000,0.3748
1763768177.106,117,0.6083,0.0000,0.3801
1763768177.130,118,0.6083,0.0000,0.3801
1763768177.225,119,0.6092,0.0000,0.3766
1763768177.255,120,0.6092,0.0000,0.3766
1763768177.346,121,0.6177,0.0000,0.3824
1763768177.380,122,0.6177,0.0000,0.3824
1763768177.468,123,0.6023,0.0000,0.3825
1763768177.492,124,0.6023,0.0000,0.3825
1763768177.593,125,0.6002,0.0000,0.3816
1763768177.619,126,0.6002,0.0000,0.3816
1763768177.694,127,0.5773,0.0000,0.3633
