timestamp,frame_idx,eye_prob_closed,yawn_prob,drowsy_prob
1763495989.350,1,0.8394,0.0001,0.5006
1763495989.424,2,0.8394,0.0001,0.5006
1763495989.489,3,0.8223,0.0000,0.4821
1763495989.514,4,0.8223,0.0000,0.4821
1763495989.600,5,0.8151,0.0000,0.4949
1763495989.624,6,0.8151,0.0000,0.4949
1763495989.697,7,0.8113,0.0000,0.4897
1763495989.717,8,0.8113,0.0000,0.4897
1763495989.785,9,0.8106,0.0000,0.4859
1763495989.809,10,0.8106,0.0000,0.4859
1763495989.883,11,0.8154,0.0000,0.4868
1763495989.901,12,0.8154,0.0000,0.4868
1763495989.970,13,0.8286,0.0000,0.4888
1763495989.992,14,0.8286,0.0000,0.4888
1763495990.050,15,0.8278,0.0000,0.4767
1763495990.071,16,0.8278,0.0000,0.4767
1763495990.143,17,0.8185,0.0000,0.4761
1763495990.163,18,0.8185,0.0000,0.4761
1763495990.219,19,0.8277,0.0000,0.4816
1763495990.244,20,0.8277,0.0000,0.4816
1763495990.312,21,0.8152,0.0000,0.4823
1763495990.335,22,0.8152,0.0000,0.4823
1763495990.405,23,0.8135,0.0000,0.4764
1763495990.427,24,0.8135,0.0000,0.4764
1763495990.481,25,0.8173,0.0000,0.4867
1763495990.504,26,0.8173,0.0000,0.4867
1763495990.554,27,0.8181,0.0000,0.4885
1763495990.581,28,0.8181,0.0000,0.4885
1763495990.636,29,0.8072,0.0000,0.4866
1763495990.661,30,0.8072,0.0000,0.4866
1763495990.740,31,0.8175,0.0000,0.4813
1763495990.769,32,0.8175,0.0000,0.4813
1763495990.850,33,0.8129,0.0000,0.4868
1763495990.875,34,0.8129,0.0000,0.4868
1763495990.939,35,0.8059,0.0000,0.4857
1763495990.970,36,0.8059,0.0000,0.4857
1763495991.021,37,0.8091,0.0000,0.4855
1763495991.050,38,0.8091,0.0000,0.4855
1763495991.116,39,0.8289,0.0000,0.4895
1763495991.141,40,0.8289,0.0000,0.4895
1763495991.211,41,0.8333,0.0000,0.5047
1763495991.237,42,0.8333,0.0000,0.5047
1763495991.306,43,0.8375,0.0000,0.5249
1763495991.328,44,0.8375,0.0000,0.5249
1763495991.401,45,0.8409,0.0000,0.5334
1763495991.422,46,0.8409,0.0000,0.5334
1763495991.491,47,0.8562,0.0000,0.5342
1763495991.515,48,0.8562,0.0000,0.5342
1763495991.579,49,0.8573,0.0001,0.5369
1763495991.605,50,0.8573,0.0001,0.5369
1763495991.658,51,0.8672,0.0007,0.4846
1763495991.683,52,0.8672,0.0007,0.4846
1763495991.732,53,0.8767,0.0009,0.4228
1763495991.763,54,0.8767,0.0009,0.4228
1763495991.826,55,0.9014,0.0010,0.3694
1763495991.858,56,0.9014,0.0010,0.3694
