timestamp,frame_idx,eye_prob_closed,yawn_prob,drowsy_prob
1763495723.584,1,0.4442,0.0000,0.7213
1763495723.677,2,0.4442,0.0000,0.7213
1763495723.810,3,0.4913,0.0001,0.6597
1763495723.876,4,0.4913,0.0001,0.6597
1763495724.007,5,0.4488,0.0001,0.5286
1763495724.078,6,0.4488,0.0001,0.5286
1763495724.210,7,0.3699,0.0001,0.4336
1763495724.265,8,0.3699,0.0001,0.4336
1763495724.378,9,0.3258,0.0002,0.4022
1763495724.435,10,0.3258,0.0002,0.4022
1763495724.563,11,0.2740,0.0002,0.2953
1763495724.638,12,0.2740,0.0002,0.2953
1763495724.761,13,0.2114,0.0002,0.2810
1763495724.805,14,0.2114,0.0002,0.2810
1763495724.933,15,0.1762,0.0002,0.3389
1763495725.007,16,0.1762,0.0002,0.3389
1763495725.129,17,0.1824,0.0002,0.3201
1763495725.176,18,0.1824,0.0002,0.3201
1763495725.302,19,0.1891,0.0001,0.2957
1763495725.367,20,0.1891,0.0001,0.2957
1763495725.494,21,0.1835,0.0001,0.2898
1763495725.581,22,0.1835,0.0001,0.2898
1763495725.723,23,0.1641,0.0003,0.1983
1763495725.766,24,0.1641,0.0003,0.1983
1763495725.900,25,0.1719,0.0003,0.1118
1763495725.954,26,0.1719,0.0003,0.1118
1763495726.075,27,0.1889,0.0003,0.1222
1763495726.138,28,0.1889,0.0003,0.1222
1763495726.262,29,0.1704,0.0003,0.1248
1763495726.323,30,0.1704,0.0003,0.1248
1763495726.450,31,0.1646,0.0002,0.1442
1763495726.511,32,0.1646,0.0002,0.1442
1763495726.635,33,0.1656,0.0000,0.1428
1763495726.695,34,0.1656,0.0000,0.1428
1763495726.756,35,0.1639,0.0001,0.1811
1763495726.774,36,0.1639,0.0001,0.1811
1763495726.840,37,0.1556,0.0001,0.2216
1763495726.868,38,0.1556,0.0001,0.2216
1763495726.940,39,0.1709,0.0002,0.2276
1763495726.961,40,0.1709,0.0002,0.2276
1763495727.033,41,0.1738,0.0003,0.2642
1763495727.057,42,0.1738,0.0003,0.2642
1763495727.134,43,0.1805,0.0004,0.3686
1763495727.150,44,0.1805,0.0004,0.3686
1763495727.229,45,0.2079,0.0006,0.3729
1763495727.256,46,0.2079,0.0006,0.3729
1763495727.322,47,0.2575,0.0007,0.3481
1763495727.350,48,0.2575,0.0007,0.3481
1763495727.424,49,0.3134,0.0007,0.3738
1763495727.453,50,0.3134,0.0007,0.3738
1763495727.516,51,0.3836,0.0007,0.3016
1763495727.533,52,0.3836,0.0007,0.3016
1763495727.594,53,0.4426,0.0008,0.2042
1763495727.628,54,0.4426,0.0008,0.2042
1763495727.682,55,0.4764,0.0007,0.1524
1763495727.700,56,0.4764,0.0007,0.1524
1763495727.760,57,0.4826,0.0005,0.1217
1763495727.776,58,0.4826,0.0005,0.1217
1763495727.847,59,0.4915,0.0005,0.1050
1763495727.873,60,0.4915,0.0005,0.1050
1763495727.951,61,0.4143,0.0003,0.2638
1763495727.968,62,0.4143,0.0003,0.2638
1763495728.044,63,0.3434,0.0002,0.3975
1763495728.074,64,0.3434,0.0002,0.3975
1763495728.158,65,0.2817,0.0001,0.5833
1763495728.180,66,0.2817,0.0001,0.5833
1763495728.242,67,0.2214,0.0001,0.7891
1763495728.255,68,0.2214,0.0001,0.7891
1763495728.308,69,0.1668,0.0000,0.8826
1763495728.336,70,0.1668,0.0000,0.8826
1763495728.393,71,0.1870,0.0000,0.8599
1763495728.411,72,0.1870,0.0000,0.8599
1763495728.487,73,0.1853,0.0000,0.8601
1763495728.505,74,0.1853,0.0000,0.8601
1763495728.572,75,0.1613,0.0000,0.8535
1763495728.597,76,0.1613,0.0000,0.8535
1763495728.664,77,0.1536,0.0000,0.8163
1763495728.688,78,0.1536,0.0000,0.8163
1763495728.757,79,0.1318,0.0000,0.8582
1763495728.781,80,0.1318,0.0000,0.8582
1763495728.837,81,0.0996,0.0000,0.8640
1763495728.861,82,0.0996,0.0000,0.8640
1763495728.928,83,0.0933,0.0000,0.8595
1763495728.953,84,0.0933,0.0000,0.8595
1763495729.026,85,0.1061,0.0000,0.8267
1763495729.045,86,0.1061,0.0000,0.8267
1763495729.099,87,0.1461,0.0000,0.8185
1763495729.121,88,0.1461,0.0000,0.8185
1763495729.190,89,0.1716,0.0000,0.7819
1763495729.213,90,0.1716,0.0000,0.7819
1763495729.279,91,0.2046,0.0000,0.7825
1763495729.306,92,0.2046,0.0000,0.7825
1763495729.377,93,0.2844,0.0000,0.7919
1763495729.401,94,0.2844,0.0000,0.7919
1763495729.475,95,0.3164,0.0000,0.7860
1763495729.496,96,0.3164,0.0000,0.7860
1763495729.573,97,0.3756,0.0000,0.7816
1763495729.601,98,0.3756,0.0000,0.7816
1763495729.675,99,0.3814,0.0000,0.7486
1763495729.695,100,0.3814,0.0000,0.7486
1763495729.773,101,0.3859,0.0000,0.7468
1763495729.786,102,0.3859,0.0000,0.7468
1763495729.859,103,0.3112,0.0000,0.7945
1763495729.878,104,0.3112,0.0000,0.7945
1763495729.936,105,0.2623,0.0000,0.8200
1763495729.959,106,0.2623,0.0000,0.8200
1763495730.026,107,0.1499,0.0000,0.8162
1763495730.051,108,0.1499,0.0000,0.8162
1763495730.119,109,0.1220,0.0000,0.8270
1763495730.145,110,0.1220,0.0000,0.8270
1763495730.212,111,0.0974,0.0000,0.8490
1763495730.237,112,0.0974,0.0000,0.8490
1763495730.305,113,0.0895,0.0000,0.8368
1763495730.329,114,0.0895,0.0000,0.8368
1763495730.394,115,0.0833,0.0000,0.8181
1763495730.424,116,0.0833,0.0000,0.8181
1763495730.491,117,0.0810,0.0000,0.8405
1763495730.514,118,0.0810,0.0000,0.8405
1763495730.581,119,0.0636,0.0000,0.8891
1763495730.606,120,0.0636,0.0000,0.8891
1763495730.683,121,0.0743,0.0000,0.8704
1763495730.713,122,0.0743,0.0000,0.8704
1763495730.789,123,0.0775,0.0000,0.7975
1763495730.819,124,0.0775,0.0000,0.7975
1763495730.899,125,0.0901,0.0000,0.7805
1763495730.928,126,0.0901,0.0000,0.7805
1763495730.994,127,0.0884,0.0000,0.7543
1763495731.018,128,0.0884,0.0000,0.7543
1763495731.084,129,0.1042,0.0000,0.7613
1763495731.110,130,0.1042,0.0000,0.7613
1763495731.178,131,0.0800,0.0000,0.7426
1763495731.201,132,0.0800,0.0000,0.7426
1763495731.271,133,0.0774,0.0000,0.8069
1763495731.293,134,0.0774,0.0000,0.8069
1763495731.353,135,0.0746,0.0000,0.8158
1763495731.372,136,0.0746,0.0000,0.8158
1763495731.424,137,0.0788,0.0000,0.8560
1763495731.452,138,0.0788,0.0000,0.8560
1763495731.525,139,0.0716,0.0000,0.8475
1763495731.543,140,0.0716,0.0000,0.8475
1763495731.612,141,0.0757,0.0000,0.9045
1763495731.633,142,0.0757,0.0000,0.9045
1763495731.704,143,0.0940,0.0000,0.8730
1763495731.726,144,0.0940,0.0000,0.8730
1763495731.798,145,0.0950,0.0000,0.8746
1763495731.816,146,0.0950,0.0000,0.8746
1763495731.892,147,0.0997,0.0000,0.8516
1763495731.910,148,0.0997,0.0000,0.8516
1763495731.977,149,0.0985,0.0000,0.8428
1763495732.002,150,0.0985,0.0000,0.8428
1763495732.071,151,0.1068,0.0000,0.8358
1763495732.093,152,0.1068,0.0000,0.8358
1763495732.160,153,0.1010,0.0000,0.8475
1763495732.184,154,0.1010,0.0000,0.8475
1763495732.251,155,0.0963,0.0000,0.8188
1763495732.278,156,0.0963,0.0000,0.8188
1763495732.348,157,0.0848,0.0000,0.8036
