timestamp,frame_idx,eye_prob_closed,yawn_prob,drowsy_prob
1763767492.942,1,0.6071,0.0003,0.1684
1763767493.020,2,0.6071,0.0003,0.1684
1763767493.171,3,0.5437,0.0002,0.3455
1763767493.222,4,0.5437,0.0002,0.3455
1763767493.423,5,0.5303,0.0001,0.3496
1763767493.485,6,0.5303,0.0001,0.3496
1763767493.661,7,0.5404,0.0001,0.3903
1763767493.719,8,0.5404,0.0001,0.3903
1763767493.853,9,0.5526,0.0001,0.3823
1763767493.920,10,0.5526,0.0001,0.3823
1763767494.059,11,0.5298,0.0000,0.4126
1763767494.106,12,0.5298,0.0000,0.4126
1763767494.241,13,0.5259,0.0000,0.4075
1763767494.292,14,0.5259,0.0000,0.4075
1763767494.435,15,0.5435,0.0000,0.4070
1763767494.511,16,0.5435,0.0000,0.4070
1763767494.637,17,0.5289,0.0000,0.3734
1763767494.711,18,0.5289,0.0000,0.3734
1763767494.834,19,0.5155,0.0000,0.3369
1763767494.915,20,0.5155,0.0000,0.3369
1763767495.043,21,0.5345,0.0000,0.3093
1763767495.099,22,0.5345,0.0000,0.3093
1763767495.225,23,0.5466,0.0000,0.2365
1763767495.303,24,0.5466,0.0000,0.2365
1763767495.446,25,0.5805,0.0000,0.2274
1763767495.505,26,0.5805,0.0000,0.2274
1763767495.634,27,0.6229,0.0000,0.2806
1763767495.692,28,0.6229,0.0000,0.2806
1763767495.835,29,0.6076,0.0000,0.3374
1763767495.909,30,0.6076,0.0000,0.3374
1763767496.039,31,0.6052,0.0000,0.3960
1763767496.097,32,0.6052,0.0000,0.3960
1763767496.229,33,0.5865,0.0000,0.4186
1763767496.301,34,0.5865,0.0000,0.4186
1763767496.426,35,0.5110,0.0000,0.4353
1763767496.488,36,0.5110,0.0000,0.4353
1763767496.627,37,0.4908,0.0000,0.3732
1763767496.689,38,0.4908,0.0000,0.3732
1763767496.814,39,0.5135,0.0000,0.3673
1763767496.892,40,0.5135,0.0000,0.3673
1763767497.023,41,0.5227,0.0000,0.3896
1763767497.093,42,0.5227,0.0000,0.3896
1763767497.212,43,0.5485,0.0000,0.4167
1763767497.279,44,0.5485,0.0000,0.4167
1763767497.421,45,0.5808,0.0000,0.4245
1763767497.481,46,0.5808,0.0000,0.4245
1763767497.629,47,0.5585,0.0000,0.4525
1763767497.683,48,0.5585,0.0000,0.4525
1763767497.811,49,0.5684,0.0000,0.4648
1763767497.885,50,0.5684,0.0000,0.4648
1763767498.008,51,0.5578,0.0000,0.4061
1763767498.088,52,0.5578,0.0000,0.4061
1763767498.220,53,0.5545,0.0000,0.4344
1763767498.276,54,0.5545,0.0000,0.4344
1763767498.404,55,0.5522,0.0000,0.4498
1763767498.477,56,0.5522,0.0000,0.4498
1763767498.602,57,0.5793,0.0000,0.4655
1763767498.665,58,0.5793,0.0000,0.4655
1763767498.805,59,0.5581,0.0000,0.4344
1763767498.867,60,0.5581,0.0000,0.4344
1763767499.007,61,0.5519,0.0000,0.4267
1763767499.068,62,0.5519,0.0000,0.4267
1763767499.190,63,0.5332,0.0000,0.3801
1763767499.270,64,0.5332,0.0000,0.3801
1763767499.393,65,0.5209,0.0000,0.3115
1763767499.470,66,0.5209,0.0000,0.3115
1763767499.592,67,0.4993,0.0000,0.2588
1763767499.671,68,0.4993,0.0000,0.2588
1763767499.805,69,0.4732,0.0000,0.2134
1763767499.857,70,0.4732,0.0000,0.2134
1763767499.976,71,0.4851,0.0000,0.2449
1763767500.060,72,0.4851,0.0000,0.2449
1763767500.187,73,0.5196,0.0000,0.2774
1763767500.264,74,0.5196,0.0000,0.2774
1763767500.387,75,0.5611,0.0000,0.2954
1763767500.464,76,0.5611,0.0000,0.2954
1763767500.590,77,0.5640,0.0000,0.2850
1763767500.652,78,0.5640,0.0000,0.2850
1763767500.775,79,0.5980,0.0000,0.3407
1763767500.853,80,0.5980,0.0000,0.3407
1763767500.982,81,0.5693,0.0000,0.3388
1763767501.056,82,0.5693,0.0000,0.3388
1763767501.178,83,0.5365,0.0000,0.3549
1763767501.241,84,0.5365,0.0000,0.3549
1763767501.383,85,0.5437,0.0000,0.4068
1763767501.442,86,0.5437,0.0000,0.4068
1763767501.591,87,0.5586,0.0000,0.4581
1763767501.645,88,0.5586,0.0000,0.4581
1763767501.775,89,0.5808,0.0000,0.4817
1763767501.848,90,0.5808,0.0000,0.4817
1763767501.980,91,0.6257,0.0000,0.5056
1763767502.051,92,0.6257,0.0000,0.5056
1763767502.186,93,0.6532,0.0000,0.4833
1763767502.246,94,0.6532,0.0000,0.4833
1763767502.364,95,0.6264,0.0000,0.4860
1763767502.438,96,0.6264,0.0000,0.4860
1763767502.568,97,0.6182,0.0000,0.4903
1763767502.642,98,0.6182,0.0000,0.4903
1763767502.768,99,0.6204,0.0000,0.4819
1763767502.830,100,0.6204,0.0000,0.4819
