timestamp,frame_idx,eye_prob_closed,yawn_prob,drowsy_prob
1763494619.763,1,0.6923,0.0000,0.4257
1763494619.832,2,0.6923,0.0000,0.4257
1763494619.907,3,0.5254,0.0000,0.3355
1763494619.920,4,0.5254,0.0000,0.3355
1763494619.978,5,0.4458,0.0000,0.2925
1763494620.001,6,0.4458,0.0000,0.2925
1763494620.058,7,0.3952,0.0000,0.2889
1763494620.078,8,0.3952,0.0000,0.2889
1763494620.145,9,0.4069,0.0000,0.2686
1763494620.170,10,0.4069,0.0000,0.2686
1763494620.230,11,0.3898,0.0000,0.2089
1763494620.250,12,0.3898,0.0000,0.2089
1763494620.323,13,0.4119,0.0000,0.1774
1763494620.349,14,0.4119,0.0000,0.1774
1763494620.405,15,0.4519,0.0000,0.1453
1763494620.434,16,0.4519,0.0000,0.1453
1763494620.499,17,0.4934,0.0000,0.1401
1763494620.523,18,0.4934,0.0000,0.1401
1763494620.576,19,0.4873,0.0000,0.1404
1763494620.601,20,0.4873,0.0000,0.1404
1763494620.669,21,0.4784,0.0000,0.1268
1763494620.693,22,0.4784,0.0000,0.1268
1763494620.770,23,0.5007,0.0000,0.2124
1763494620.797,24,0.5007,0.0000,0.2124
1763494620.852,25,0.4923,0.0000,0.2361
1763494620.879,26,0.4923,0.0000,0.2361
1763494620.951,27,0.5063,0.0000,0.2331
1763494620.972,28,0.5063,0.0000,0.2331
1763494621.030,29,0.4931,0.0000,0.2525
1763494621.049,30,0.4931,0.0000,0.2525
1763494621.099,31,0.4706,0.0000,0.2544
1763494621.129,32,0.4706,0.0000,0.2544
1763494621.199,33,0.4222,0.0000,0.1805
1763494621.222,34,0.4222,0.0000,0.1805
1763494621.287,35,0.4461,0.0000,0.1567
1763494621.311,36,0.4461,0.0000,0.1567
1763494621.365,37,0.4565,0.0000,0.1170
1763494621.392,38,0.4565,0.0000,0.1170
1763494621.456,39,0.4884,0.0000,0.0843
1763494621.485,40,0.4884,0.0000,0.0843
1763494621.547,41,0.5082,0.0000,0.0939
1763494621.564,42,0.5082,0.0000,0.0939
1763494621.641,43,0.5456,0.0000,0.1008
1763494621.672,44,0.5456,0.0000,0.1008
1763494621.760,45,0.5552,0.0000,0.1313
1763494621.781,46,0.5552,0.0000,0.1313
1763494621.904,47,0.5562,0.0000,0.1473
1763494621.920,48,0.5562,0.0000,0.1473
1763494621.979,49,0.5624,0.0000,0.1454
1763494621.996,50,0.5624,0.0000,0.1454
1763494622.052,51,0.5677,0.0000,0.1627
1763494622.076,52,0.5677,0.0000,0.1627
1763494622.130,53,0.5898,0.0000,0.1575
1763494622.155,54,0.5898,0.0000,0.1575
1763494622.224,55,0.5833,0.0000,0.1980
1763494622.248,56,0.5833,0.0000,0.1980
1763494622.329,57,0.5266,0.0000,0.1913
1763494622.356,58,0.5266,0.0000,0.1913
